number,state,createdAt,mergedAt,closedAt,title,bodyText,changedFiles,additions,deletions,comments,participants,reviews,repository,duration_hours
11144,MERGED,2016-10-10T09:00:29Z,2016-10-10T15:23:43Z,2016-10-10T15:23:43Z,Re-order Margin Tests to Top-Right-Bottom-Left,"Pre-Submission Checklist




 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.

Type of Change


 Small bug fix (non-breaking change which fixes an issue)
 New feature (non-breaking change which adds new functionality)
 Breaking change (fix or feature that would change existing functionality)
 Add new translation (feature adding new translations)

Checklist:



 Tested changes locally.
 Closes currently open issue (replace XXXX with an issue no): Closes #11111

Description

Challenge: ""Add Different Margins to Each Side of an Element""
Change the order tests are run to Top, Right, Bottom, Left.
Previous they were ordered as Top, Left, Right, Bottom.
Why: The Tests, in the order run, form a checklist of the items the student needs to perform in order to pass this challenge.
The order they were listed is not only unnatural, but is not the order they need to memorize and write their code in later.
Reordering the tests to the proper Top, Right, Bottom, Left format prepares them to think, and act in that order and aids in future memorization of the sequence.",1,2,2,{'totalCount': 0},{'totalCount': 2},{'totalCount': 1},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",6.387222222222222
11148,MERGED,2016-10-10T20:40:31Z,2016-10-12T05:17:26Z,2016-10-12T05:17:26Z,Add Twitch.tv pass-trough API link,"Pre-Submission Checklist




 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.

Type of Change


 Small bug fix (non-breaking change which fixes an issue)
 New feature (non-breaking change which adds new functionality)
 Breaking change (fix or feature that would change existing functionality)
 Add new translation (feature adding new translations)

Checklist:



 Tested changes locally.
 Closes currently open issue (replace XXXX with an issue no): Closes #XXXX

Description

Add a link to a HyperDev based API endpoint which tunnels GET requests to the Twitch.tv API.
In this way we bypass the need of exposing a Client-ID in codepen. See #10740",1,1,1,{'totalCount': 8},{'totalCount': 6},{'totalCount': 1},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",32.61527777777778
11166,CLOSED,2016-10-11T22:48:08Z,,2016-10-13T03:27:52Z,"removed excess notes from ""Change the Font Size of an Element"" challe…","Pre-Submission Checklist




 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.

Type of Change


 Small bug fix (non-breaking change which fixes an issue)
 New feature (non-breaking change which adds new functionality)
 Breaking change (fix or feature that would change existing functionality)
 Add new translation (feature adding new translations)

Checklist:



 Tested changes locally.
 Closes currently open issue (replace XXXX with an issue no): Closes #11153

Description

removed ""Note Due to browser implementation differences, you may need to be at 100% zoom to pass the tests on this challenge."" text from ""Change the Font Size of an Element"" challenge. Other translations were fixed by using google translate.",1,4,8,{'totalCount': 6},{'totalCount': 4},{'totalCount': 2},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",28.662222222222223
11172,MERGED,2016-10-12T14:30:53Z,2016-10-15T12:27:01Z,2016-10-15T12:27:01Z,Fix 'npm run only-once' command on Windows,"Pre-Submission Checklist




 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.

Type of Change


 Small bug fix (non-breaking change which fixes an issue)
 New feature (non-breaking change which adds new functionality)
 Breaking change (fix or feature that would change existing functionality)
 Add new translation (feature adding new translations)

Checklist:



 Tested changes locally.
 Closes currently open issue (replace XXXX with an issue no): Closes #XXXX

Description

I've started contributing to FreeCodeCamp about a week ago. When I started contributing, I also joined the Contributors chat room. From my own experience and the experience of many other new contributors, I've found there's an issue in the npm run only-once command. \n on Windows doesn't add a new line. In fact, it's even worse. In the script, it seems to break. This pull request removes the new lines. I realize that this does make these little messages harder to catch. I think the trade-off is worth it, though. Because there is no new output for a while after the first message, and the last message is the very last thing logged, they're still hard to miss. I did some research on getting newlines in the command line on Windows, but there doesn't seem to be an easy cross-platform solution.
I hope this will help out new contributors, taking one more bump out of the road of contributing to a large open source project. 🔥",1,1,1,{'totalCount': 8},{'totalCount': 5},{'totalCount': 1},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",69.93555555555555
11190,MERGED,2016-10-13T19:05:43Z,2016-10-14T17:57:19Z,2016-10-14T17:57:19Z,Add how we QA and how we close stale issues sections,"Pre-Submission Checklist




 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.

Type of Change


 Small bug fix (non-breaking change which fixes an issue)
 New feature (non-breaking change which adds new functionality)
 Breaking change (fix or feature that would change existing functionality)
 Add new translation (feature adding new translations)

Checklist:



 Tested changes locally.
 Closes currently open issue (replace XXXX with an issue no): Closes #XXXX

Description",1,21,0,{'totalCount': 6},{'totalCount': 3},{'totalCount': 7},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",22.86
11197,MERGED,2016-10-14T09:07:16Z,2016-10-14T20:29:49Z,2016-10-14T20:29:49Z,Fix consistency between questions,"Pre-Submission Checklist




 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.

Type of Change


 Small bug fix (non-breaking change which fixes an issue)
 New feature (non-breaking change which adds new functionality)
 Breaking change (fix or feature that would change existing functionality)
 Add new translation (feature adding new translations)

Checklist:



 Tested changes locally.
 Closes currently open issue (replace XXXX with an issue no): Closes #XXXX

Description

The previous step says that you must say view more, and this one doesn't have that. This pull fixes that.",1,1,1,{'totalCount': 2},{'totalCount': 3},{'totalCount': 1},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",11.375833333333333
11202,CLOSED,2016-10-14T15:37:24Z,,2016-10-14T23:47:01Z,"Added ""Go to next challenge"" button","Pre-Submission Checklist




 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.

Type of Change


 New feature (non-breaking change which adds new functionality)

Checklist:



 Tested changes locally.
 Closes currently open issue (replace XXXX with an issue no): Closes #10628

Description

Added a Submit and go to next challenge button to Tool-Panel with associated action/reducer functions
Issues to resolve:

 SetState(...) warning when isPassed is dispatched.",6,71,11,{'totalCount': 7},{'totalCount': 4},{'totalCount': 1},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",8.160277777777777
11209,MERGED,2016-10-14T20:59:43Z,2016-10-14T23:14:17Z,2016-10-14T23:14:17Z,Fix minor typos,"Pre-Submission Checklist




 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.

Type of Change


 Small bug fix (non-breaking change which fixes an issue)
 New feature (non-breaking change which adds new functionality)
 Breaking change (fix or feature that would change existing functionality)
 Add new translation (feature adding new translations)

Checklist:



 Tested changes locally.
 Closes currently open issue (replace XXXX with an issue no): Closes #XXXX

Description
Fixed small typo under ""Squash Your Commits"" heading and amended a link description at the end of the article.",1,2,2,{'totalCount': 1},{'totalCount': 3},{'totalCount': 1},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",2.242777777777778
11211,MERGED,2016-10-14T21:30:20Z,2016-10-14T23:14:53Z,2016-10-14T23:14:53Z,Fix minor typo in instructional text,"Pre-Submission Checklist




 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.

Type of Change


 Small bug fix (non-breaking change which fixes an issue)
 New feature (non-breaking change which adds new functionality)
 Breaking change (fix or feature that would change existing functionality)
 Add new translation (feature adding new translations)

Checklist:



 Tested changes locally.
 Closes currently open issue (replace XXXX with an issue no): Closes #XXXX

Description

Changing 'because' to 'and' alters the sense of the sentence ""These conditions are known as Boolean conditions because [and] they may only be true or false."" ""Because"" implies that the name boolean inherently implies truthiness or falsiness, which is not the case, and even if it has come to have that association for developers and mathematicians, new programming students with no development or mathematical background would not make that association.",1,1,1,{'totalCount': 1},{'totalCount': 3},{'totalCount': 1},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",1.7425
11219,MERGED,2016-10-15T14:16:53Z,2016-11-04T15:26:42Z,2016-11-04T15:26:42Z,Fixed styling issues with Hikes,,4,12,36,{'totalCount': 10},{'totalCount': 4},{'totalCount': 1},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",481.1636111111111
11225,MERGED,2016-10-15T21:40:14Z,2016-10-19T19:11:04Z,2016-10-19T19:11:04Z,Modified challenge description for issue #10409,"Pre-Submission Checklist




 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.

Type of Change


 Small bug fix (non-breaking change which fixes an issue)
 New feature (non-breaking change which adds new functionality)
 Breaking change (fix or feature that would change existing functionality)
 Add new translation (feature adding new translations)

Checklist:



 Tested changes locally.
 Closes currently open issue (replace XXXX with an issue no): Closes #10409

Description

Modified description of challenge Factorialize a Number. Explained that the tests will call the factorialize function with non-negative values only.",1,1,0,{'totalCount': 11},{'totalCount': 6},{'totalCount': 2},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",93.51388888888889
11236,CLOSED,2016-10-16T13:56:12Z,,2016-10-17T17:06:13Z,Added Block name to Challenge and Document Title,"Pre-Submission Checklist




 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.

Type of Change


 New feature (non-breaking change which adds new functionality)

Checklist:



 Tested changes locally.
 Closes currently open issue (replace XXXX with an issue no): Closes #11061

Description

Added Block name to Challenge and Document Title",5,45,6,{'totalCount': 1},{'totalCount': 2},{'totalCount': 1},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",27.166944444444443
11244,MERGED,2016-10-17T07:42:34Z,2016-10-21T05:23:43Z,2016-10-21T05:23:43Z,Fix error toast not display when JavaScript syntax error,"Pre-Submission Checklist




 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.

Type of Change


 Small bug fix (non-breaking change which fixes an issue)
 New feature (non-breaking change which adds new functionality)
 Breaking change (fix or feature that would change existing functionality)
 Add new translation (feature adding new translations)

Checklist:



 Tested changes locally.
 Closes currently open issue (replace XXXX with an issue no): Closes #XXXX

Description

In /client/saga/err-saga.js#7, the dispatched action has type app.makeToast but there is no this type name in the project. I looked into /common/app/redux/types.js which contains all the action types with prefix app, and makeToast is no where to be found. So I use the action creator from /common/app/toasts/redux/actions.js instead.
closes #11198",1,4,7,{'totalCount': 4},{'totalCount': 3},{'totalCount': 1},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",93.68583333333333
11251,MERGED,2016-10-17T20:44:52Z,2016-12-15T20:59:07Z,2016-12-15T20:59:07Z,Feature/Block names added to challenge and document titles,"Pre-Submission Checklist




 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.

Type of Change


 Small bug fix (non-breaking change which fixes an issue)
 New feature (non-breaking change which adds new functionality)
 Breaking change (fix or feature that would change existing functionality)
 Add new translation (feature adding new translations)

Checklist:



 Tested changes locally.
 Closes currently open issue (replace XXXX with an issue no): Closes #11061

Description

Re-opend under new branch name
Credit for the original idea goes to @andmckvr13",12,146,90,{'totalCount': 24},{'totalCount': 4},{'totalCount': 28},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",1416.2375
11253,MERGED,2016-10-17T22:44:12Z,2016-12-05T23:41:28Z,2016-12-05T23:41:28Z,Reactified Success Modal,"Pre-Submission Checklist




 Your pull request targets the staging branch of FreeCodeCamp.
 Branch starts with either fix/, feature/, or translate/ (e.g. fix/signin-issue)
 You have only one commit (if not, squash them into one commit).
 All new and existing tests pass the command npm run test-challenges. Use git commit --amend to amend any fixes.

Type of Change


 Small bug fix (non-breaking change which fixes an issue)
 New feature (non-breaking change which adds new functionality)
 Breaking change (fix or feature that would change existing functionality)
 Add new translation (feature adding new translations)

Checklist:



 Tested changes locally.
 Closes currently open issue (replace XXXX with an issue no): Closes #10628 , Closes #9850

Description

Added a react version of the current success modal",9,176,18,{'totalCount': 28},{'totalCount': 7},{'totalCount': 30},"{'owner': 'freeCodeCamp', 'name': 'freeCodeCamp'}",1176.9544444444443
10,MERGED,2018-05-11T10:08:57Z,2018-05-12T07:55:36Z,2018-05-12T07:55:36Z,readme: Add my tutorial on shell,"This is a collection of three blog posts, but I've linked to only Part I in this PR and readers can follow on from there (links to consecutive parts are available at the end of each blog post).",1,1,0,{'totalCount': 1},{'totalCount': 2},{'totalCount': 3},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",21.7775
16,CLOSED,2018-05-12T08:21:04Z,,2018-05-13T10:53:26Z,Add: Generate SVG images in C,,1,1,0,{'totalCount': 1},{'totalCount': 2},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",26.539444444444445
35,MERGED,2018-05-13T14:44:31Z,2018-05-14T06:51:54Z,2018-05-14T06:51:54Z,"Add ""Build your own Window Manager""",,1,1,0,{'totalCount': 1},{'totalCount': 2},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",16.123055555555556
59,MERGED,2018-05-14T14:37:35Z,2018-05-15T13:35:32Z,2018-05-15T13:35:32Z,added 'Build your own CI server' title & one item,proposal: add https://developer.github.com/v3/guides/building-a-ci-server/,1,1,0,{'totalCount': 1},{'totalCount': 2},{'totalCount': 3},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",22.965833333333332
63,MERGED,2018-05-14T17:30:12Z,2018-05-14T18:55:00Z,2018-05-14T18:55:00Z,Update README.md,Added two tutorials,1,2,1,{'totalCount': 1},{'totalCount': 2},{'totalCount': 2},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",1.4133333333333333
137,MERGED,2018-05-24T05:49:20Z,2018-05-24T09:21:06Z,2018-05-24T09:21:06Z,Added a New Category : Text Editor,added few items in that category and moved an item C: Build Your Own Text Editor to Text Editor category,1,9,1,{'totalCount': 1},{'totalCount': 3},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",3.5294444444444446
211,CLOSED,2018-06-24T09:09:39Z,,2018-06-29T10:33:16Z,"Found a Web site hosting these tutorials, want to add a link","Found a Web site hosting these tutorials on their page, as a 'Web version': www.byo-x.org with a link back to here.
Originally found: on this rant.
Just a thought that you might want to include it on your page for anyone interested in using it!",1,2,0,{'totalCount': 1},{'totalCount': 3},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",121.39361111111111
343,CLOSED,2019-03-27T02:34:20Z,,2019-10-07T02:28:58Z,Add Build your own Front-end Framework re-implement react fiber,,1,1,0,{'totalCount': 1},{'totalCount': 3},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",4655.910555555555
349,CLOSED,2019-04-13T12:06:48Z,,2024-07-25T17:59:41Z,Added a tutorial: Lest's build a NodeJS micro framework,Added a link to this tutorial:  Let's build a NodeJS micro framework,1,1,0,{'totalCount': 1},{'totalCount': 2},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",46325.88138888889
380,CLOSED,2019-10-06T15:01:26Z,,2020-10-30T19:20:29Z,Add 'Twitter Bot Tutorial-Node.js and Processing',,1,1,0,{'totalCount': 1},{'totalCount': 3},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",9364.3175
404,CLOSED,2019-11-10T21:06:49Z,,2022-11-28T09:34:36Z,Add an article about monadic parser combinators in C#,,1,1,0,{'totalCount': 0},{'totalCount': 2},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",26724.463055555556
425,CLOSED,2020-02-07T13:37:24Z,,2023-07-30T08:45:16Z,Add Write your own Excel in 100 lines of F#,,1,1,0,{'totalCount': 1},{'totalCount': 2},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",30451.13111111111
512,CLOSED,2020-07-27T02:13:06Z,,2024-02-12T22:30:30Z,Fix a broken link with archive,,1,2,2,{'totalCount': 0},{'totalCount': 2},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",31100.29
514,CLOSED,2020-08-02T21:17:08Z,,2023-07-16T16:00:52Z,Update readme,"I don't know which category this repository fits in so I put it in the uncategorized, it has tutorials on how to create virtual machines, compilers, hash tables, and others.",1,1,0,{'totalCount': 0},{'totalCount': 2},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",25866.72888888889
534,CLOSED,2020-10-01T12:55:06Z,,2020-10-25T18:24:41Z,Add Web App Server in Golang,This Tutorial walk you through Golang Language by teaching you how to build a webserver/application in golang using different libraries and frameworks,1,3,3,{'totalCount': 0},{'totalCount': 3},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",581.4930555555555
536,CLOSED,2020-10-03T19:26:47Z,,2021-12-02T14:21:40Z,Add Test Collision With Separating Axis Theorem in JavaScript,Closes #535,1,1,0,{'totalCount': 0},{'totalCount': 2},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",10194.914722222222
542,MERGED,2020-10-11T11:29:49Z,2023-01-31T07:38:01Z,2023-01-31T07:38:01Z,"Add link to ""ugit: Building Git Yourself""","Main programming language
Python
Tutorial title
ugit: Learn Git Internals by Building Your Own Git
Tutorial URL
https://www.leshenko.net/p/ugit/
Category

 3D Renderer
 Augmented Reality
 BitTorrent Client
 Blockchain / Cryptocurrency
 Bot
 Command-Line Tool
 Database
 Docker
 Emulator / Virtual Machine
 Front-end Framework / Library
 Game
 Git
 Network Stack
 Neural Network
 Operating System
 Physics Engine
 Programming Language
 Regex Engine
 Search Engine
 Shell
 Template Engine
 Visual Recognition System
 Voxel Engine
 Web Search Engine
 Web Server
 Uncategorized",1,1,0,{'totalCount': 0},{'totalCount': 3},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",20204.136666666665
551,MERGED,2020-11-17T02:38:14Z,2023-01-31T07:44:39Z,2023-01-31T07:44:39Z,Add Ray Tracing in One Weekend,"Closes #550
Ray Tracing in One Weekend by Peter Shirley is a really great tutorial on how to build a basic ray tracer from scratch. I think it would be a great addition to this repository.",1,1,0,{'totalCount': 0},{'totalCount': 3},{'totalCount': 2},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",19325.106944444444
634,CLOSED,2021-06-16T14:11:33Z,,2021-08-29T15:42:17Z,Add a tutorial about writing a Tetris game.,Add a tutorial about writing a Tetris game in ClojureScript.,1,1,0,{'totalCount': 0},{'totalCount': 2},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",1777.5122222222221
674,MERGED,2021-11-05T16:13:59Z,2021-11-30T08:41:01Z,2021-11-30T08:41:01Z,chore: remove reverse engineering react unavailable resourse,,1,0,1,{'totalCount': 0},{'totalCount': 3},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",592.4505555555555
678,CLOSED,2021-11-17T20:04:08Z,,2022-07-18T13:41:33Z,added cryptoCurreny miner and dockerize tuturial,Can you check this. added cryptoCurreny miner and dockerize tuturial,1,1,0,{'totalCount': 1},{'totalCount': 3},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",5825.623611111111
696,MERGED,2022-02-13T17:59:19Z,2022-02-16T14:06:28Z,2022-02-16T14:06:28Z,Emphasize JavaScript's Regex Implementation Topic,"So I know this is lame, but I found a missing <em> tag on the Implementing a Regular Expression Engine topic.",1,1,1,{'totalCount': 1},{'totalCount': 3},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",68.11916666666667
748,CLOSED,2022-06-17T12:00:53Z,,2023-07-04T13:04:41Z,Added tutorial for building a basic Rust CLI app,Linking to the Rust CLI book => https://rust-cli.github.io/book/tutorial/index.html,1,1,0,{'totalCount': 1},{'totalCount': 5},{'totalCount': 4},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",9169.063333333334
751,MERGED,2022-06-18T01:56:48Z,2022-08-04T11:23:29Z,2022-08-04T11:23:29Z,Add tutorial for building a Rust Text Editor.,Link to the link -- https://www.philippflenker.com/hecto/,1,1,0,{'totalCount': 1},{'totalCount': 3},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",1137.4447222222223
775,MERGED,2022-07-16T11:43:47Z,2022-07-20T14:00:56Z,2022-07-20T14:00:56Z,Update Games With Go unavailable link,https://gameswithgo.org/ This website is no longer available. Hence update the URL to point to it's Original YouTube Video Playlist instead,1,1,1,{'totalCount': 1},{'totalCount': 3},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",98.28583333333333
795,CLOSED,2022-08-15T01:52:46Z,,2022-11-08T10:10:48Z,New 2D game development with JavaScript added,A 2D game development with just vanilla JavaScript for beginners from freeCodeCamp,1,1,0,{'totalCount': 0},{'totalCount': 2},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",2048.3005555555555
797,CLOSED,2022-08-16T14:14:12Z,,2024-05-25T15:36:32Z,Update README.md,adds ray tracing in one weekend to the build your own 3d renderer repo,1,1,0,{'totalCount': 0},{'totalCount': 2},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",15553.372222222222
802,CLOSED,2022-09-02T02:55:49Z,,2023-03-02T06:23:48Z,add python slack bot,I recently created a python slack bot that that listens for messages containing IP addresses and responds with security info about them.,1,1,0,{'totalCount': 0},{'totalCount': 4},{'totalCount': 3},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",4347.466388888889
809,MERGED,2022-10-05T17:56:03Z,2022-10-09T10:17:49Z,2022-10-09T10:17:49Z,Add Create Your Own CLI Tool with NodeJS,closes #568,1,1,0,{'totalCount': 1},{'totalCount': 4},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",88.36277777777778
855,MERGED,2023-02-14T19:48:30Z,2023-02-16T11:17:42Z,2023-02-16T11:17:42Z,Add KV store,"Build your own fast, persistent KV store in Ruby",1,1,0,{'totalCount': 1},{'totalCount': 2},{'totalCount': 2},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",39.486666666666665
870,CLOSED,2023-03-26T10:00:21Z,,2023-10-16T15:00:21Z,Add quote information,,1,1,1,{'totalCount': 1},{'totalCount': 3},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",4901.0
893,MERGED,2023-05-09T09:03:51Z,2023-05-10T00:26:40Z,2023-05-10T00:26:40Z,add Build your own VPN/Virtual Switch,"A tutorial project for building you own VPN/Virtual Switch.
Please consider and merge it. Thanks.
@rohitpaulk",1,1,0,{'totalCount': 0},{'totalCount': 2},{'totalCount': 3},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",15.380277777777778
934,MERGED,2023-09-30T06:56:25Z,2023-10-26T20:04:50Z,2023-10-26T20:04:50Z,Fix: Replaced a broken link with alternative from smashingmagazine.com,"Fixes the issue #932 .
Replaced the link with similar article from https://www.smashingmagazine.com/2020/02/cryptocurrency-blockchain-node-js/",1,1,1,{'totalCount': 0},{'totalCount': 3},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",637.1402777777778
944,CLOSED,2023-10-11T11:40:19Z,,2023-10-16T17:13:38Z,Update README.md,Resolves #943,1,1,0,{'totalCount': 0},{'totalCount': 2},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",125.55527777777777
948,CLOSED,2023-10-25T04:24:07Z,,2025-02-05T17:34:00Z,Update README.md,Minor improvements in README.md,1,3,3,{'totalCount': 1},{'totalCount': 2},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",11269.164722222222
961,CLOSED,2023-11-23T18:00:26Z,,2023-11-24T11:55:09Z,new pull request,,1,1,0,{'totalCount': 0},{'totalCount': 3},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",17.911944444444444
1030,CLOSED,2024-04-12T03:57:56Z,,2024-04-14T10:53:53Z,added python commandline tool,An interactive command line tool built using python along with poetry as a package manager.,1,2,0,{'totalCount': 0},{'totalCount': 2},{'totalCount': 2},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",54.9325
1060,MERGED,2024-06-05T21:00:45Z,2024-06-12T21:49:32Z,2024-06-12T21:49:32Z,fix: fixed broken link from list,closes #1059,1,1,1,{'totalCount': 2},{'totalCount': 6},{'totalCount': 3},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",168.81305555555556
1084,CLOSED,2024-06-29T08:23:12Z,,2024-09-13T13:41:27Z,feat: added how to build a cli app with node 2024 guide,"Added the article - Building a CLI App with Node.js in 2024
https://medium.com/nmc-techblog/building-a-cli-with-node-js-in-2024-c278802a3ef5",1,1,0,{'totalCount': 1},{'totalCount': 2},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",1829.3041666666666
1293,CLOSED,2024-12-05T01:45:54Z,,2025-01-23T00:33:38Z,Update README.md,Re-create should not have a hyphen,1,1,1,{'totalCount': 0},{'totalCount': 3},{'totalCount': 2},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",1174.7955555555557
1325,CLOSED,2025-02-04T11:09:30Z,,2025-03-04T12:22:31Z,Update README.md,"changes

Summary by CodeRabbit

Documentation

Updated the table of contents by changing the link text for the database section from ""Database"" to ""Databases"" for improved clarity.",1,1,1,{'totalCount': 2},{'totalCount': 3},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",673.2169444444445
1396,CLOSED,2025-03-28T11:52:40Z,,2025-03-28T13:35:04Z,add a new operating system tutorial,"add a new operating system tutorial

Summary by CodeRabbit

Documentation

Expanded the resource list by adding ""C: Operating System in 1,000 Lines"" to the Operating System development section.",1,1,0,{'totalCount': 1},{'totalCount': 1},{'totalCount': 1},"{'owner': 'codecrafters-io', 'name': 'build-your-own-x'}",1.7066666666666668
